0,1
0,100
0,100
0,100
0,300
0,98
0,100
2859,0
0,100
0,98
0,100
0,100
0,99
0,100
0,99
0,100
0,100
0,100
0,99
0,100
0,99
0,100
0,100
0,100
0,98
0,100
0,99
0,100
0,100
0,100
0,100
0,99
0,100
0,225
0,98
0,100
0,100
0,101
15,0
0,100
0,100
0,100
0,100
18,0
0,99
0,100
0,99
0,100
0,100
0,100
0,100
0,99
0,100
0,201
0,100
0,100
0,100
0,100
0,100
0,99
0,100
0,100
0,99
0,100
0,100
0,100
0,99
0,99
0,100
0,100
0,100
0,100
0,201
0,100
0,99
0,100
0,98
0,100
0,99
64,2531
0,100
0,201
0,100
0,100
0,100
0,99
0,100
0,99
0,100
0,100
0,98
0,200
1,0
0,100
0,100
0,100
0,100
0,100
0,1150
0,100
0,100
0,193
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,99
0,100
0,201
0,201
0,100
39121,40825
0,100
0,100
0,99
0,99
0,100
13922,49361
0,12084
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,99
0,99
0,100
0,100
